"URI","SAMEAS1","SAMEAS2","NAME1","NAME2","NAME3","DOCURI1","DOCTITLE1","DOCURI2","DOCTITLE2","DOCURI3","DOCTITLE3","DOCURI4","DOCTITLE4","RUNDATETIME"
"http://dbpedia.org/resource/Valentinian_I","http://viaf.org/viaf/76544789",,"Flavius Valentinianus","Valentinian I",,"http://en.wikipedia.org/wiki/Valentinian_I","Valentinian I","http://finds.org.uk/romancoins/emperors/emperor/id/151","Profile for Emperor: Valentinian I","http://www.roman-emperors.org/vali.htm","Flavius Valentinianus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Valentinian_I","Photos for DBpedia.org resource Valentinian_I","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Valentinian_II","http://viaf.org/viaf/32800218",,"Valentinian II",,,"http://en.wikipedia.org/wiki/Valentinian_II","Valentinian II","http://finds.org.uk/romancoins/emperors/emperor/id/152","Profile for Emperor: Valentinian II","http://www.roman-emperors.org/valenii.htm","Valentinian II","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Valentinian_II","Photos for DBpedia.org resource Valentinian_II","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Valentinian_III","http://viaf.org/viaf/56825259",,"Valentinian III",,,"http://en.wikipedia.org/wiki/Valentinian_III","Valentinian III","http://finds.org.uk/romancoins/emperors/emperor/id/156","Profile for Emperor: Valentinian III","http://www.roman-emperors.org/valenIII.htm","Valentinian III","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Valentinian_III","Photos for DBpedia.org resource Valentinian_III","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Valentinus_(usurper)",,,"Valentinus",,,"http://en.wikipedia.org/wiki/Valentinus_(usurper)","Valentinus (usurper)","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Valentinus_(usurper)","Photos for DBpedia.org resource Valentinus_(usurper)",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Valerian_(emperor)","http://viaf.org/viaf/89202605",,"P. Licinius Valerianus","Valerian",,"http://en.wikipedia.org/wiki/Valerian_(emperor)","Valerian (emperor)","http://finds.org.uk/romancoins/emperors/emperor/id/71","Profile for Emperor: Valerian","http://www.roman-emperors.org/gallval.htm","P. Licinius Egnatius Gallienus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Valerian_(emperor)","Photos for DBpedia.org resource Valerian_(emperor)","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Valerius_Valens",,,"Valerius Valens",,,"http://en.wikipedia.org/wiki/Valerius_Valens","Valerius Valens","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Valerius_Valens","Photos for DBpedia.org resource Valerius_Valens",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Vespasian","http://nomisma.org/id/vespasian","http://viaf.org/viaf/96539514","Titus Flavius Vespasianus","Vespasian",,"http://en.wikipedia.org/wiki/Vespasian","Vespasian","http://finds.org.uk/romancoins/emperors/emperor/id/10","Profile for Emperor: Vespasian","http://www.roman-emperors.org/vespasia.htm","Titus Flavius Vespasianus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Vespasian","Photos for DBpedia.org resource Vespasian","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Vetranio",,,"Vetranio",,,"http://en.wikipedia.org/wiki/Vetranio","Vetranio","http://finds.org.uk/romancoins/emperors/emperor/id/154","Profile for Emperor: Vetranio","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Vetranio","Photos for DBpedia.org resource Vetranio",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Victorinus","http://viaf.org/viaf/39390108",,"Victorinus",,,"http://en.wikipedia.org/wiki/Victorinus","Victorinus","http://finds.org.uk/romancoins/emperors/emperor/id/72","Profile for Emperor: Victorinus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Victorinus","Photos for DBpedia.org resource Victorinus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Vitellius","http://nomisma.org/id/vitellius","http://viaf.org/viaf/16012563","Vitellius",,,"http://en.wikipedia.org/wiki/Vitellius","Vitellius","http://finds.org.uk/romancoins/emperors/emperor/id/14","Profile for Emperor: Vitellius","http://www.roman-emperors.org/vitell.htm","Vitellius","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Vitellius","Photos for DBpedia.org resource Vitellius","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Volusianus",,,"Volusianus",,,"http://en.wikipedia.org/wiki/Volusianus","Volusianus","http://finds.org.uk/romancoins/emperors/emperor/id/73","Profile for Emperor: Volusianus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Volusianus","Photos for DBpedia.org resource Volusianus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Zeno_(emperor)",,,"Zeno",,,"http://en.wikipedia.org/wiki/Zeno_(emperor)","Zeno (emperor)","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2182","Profile for Emperor: Zeno","http://www.roman-emperors.org/zeno.htm","Zeno","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Zeno_(emperor)","Photos for DBpedia.org resource Zeno_(emperor)","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Zoe_(empress)",,,"Zoe","Zoe Porphyrogenita",,"http://en.wikipedia.org/wiki/Zoe_(empress)","Zoe (empress)","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2021","Profile for Emperor: Zoe","http://www.roman-emperors.org/zoep.htm","Zoe Porphyrogenita","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Zoe_(empress)","Photos for DBpedia.org resource Zoe_(empress)","2014-01-22T12:06:09-06:00"
