"URI","SAMEAS1","SAMEAS2","NAME1","NAME2","NAME3","DOCURI1","DOCTITLE1","DOCURI2","DOCTITLE2","DOCURI3","DOCTITLE3","DOCURI4","DOCTITLE4","RUNDATETIME"
"http://dbpedia.org/resource/Maximus_of_Hispania",,,"Maximus",,,"http://en.wikipedia.org/wiki/Maximus_of_Hispania","Maximus of Hispania","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Maximus_of_Hispania","Photos for DBpedia.org resource Maximus_of_Hispania",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Mezezius",,,"Mezezius",,,"http://en.wikipedia.org/wiki/Mezezius","Mezezius","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Mezezius","Photos for DBpedia.org resource Mezezius",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Michael_II",,,"Michael II",,,"http://en.wikipedia.org/wiki/Michael_II","Michael II","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2007","Profile for Emperor: Michael II","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Michael_II","Photos for DBpedia.org resource Michael_II",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Michael_III",,,"Michael III",,,"http://en.wikipedia.org/wiki/Michael_III","Michael III","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2009","Profile for Emperor: Michael III","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Michael_III","Photos for DBpedia.org resource Michael_III",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Michael_IV_the_Paphlagonian",,,"Michael IV",,,"http://en.wikipedia.org/wiki/Michael_IV_the_Paphlagonian","Michael IV the Paphlagonian","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2020","Profile for Emperor: Michael IV","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Michael_IV_the_Paphlagonian","Photos for DBpedia.org resource Michael_IV_the_Paphlagonian",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Michael_IX_Palaiologos",,,"Michael IX",,,"http://en.wikipedia.org/wiki/Michael_IX_Palaiologos","Michael IX Palaiologos","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Michael_IX_Palaiologos","Photos for DBpedia.org resource Michael_IX_Palaiologos",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Michael_I_Rangabe",,,"Michael I Rangabe",,,"http://en.wikipedia.org/wiki/Michael_I_Rangabe","Michael I Rangabe","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2005","Profile for Emperor: Michael I Rangabe","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Michael_I_Rangabe","Photos for DBpedia.org resource Michael_I_Rangabe",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Michael_V",,,"Michael V",,,"http://en.wikipedia.org/wiki/Michael_V","Michael V","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2022","Profile for Emperor: Michael V","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Michael_V","Photos for DBpedia.org resource Michael_V",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Michael_VIII_Palaiologos",,,"Michael VIII",,,"http://en.wikipedia.org/wiki/Michael_VIII_Palaiologos","Michael VIII Palaiologos","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Michael_VIII_Palaiologos","Photos for DBpedia.org resource Michael_VIII_Palaiologos",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Michael_VII_Doukas",,,"Michael VII Doukas",,,"http://en.wikipedia.org/wiki/Michael_VII_Doukas","Michael VII Doukas","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2032","Profile for Emperor: Michael VII Doukas","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Michael_VII_Doukas","Photos for DBpedia.org resource Michael_VII_Doukas",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Michael_VI_Stratiotikos",,,"Michael VI",,,"http://en.wikipedia.org/wiki/Michael_VI_Stratiotikos","Michael VI Stratiotikos","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2026","Profile for Emperor: Michael VI","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Michael_VI_Stratiotikos","Photos for DBpedia.org resource Michael_VI_Stratiotikos",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Mussius_Aemilianus",,,"Mussius Aemilianus",,,"http://en.wikipedia.org/wiki/Mussius_Aemilianus","Mussius Aemilianus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Mussius_Aemilianus","Photos for DBpedia.org resource Mussius_Aemilianus",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Nepotianus",,,"Nepotianus",,,"http://en.wikipedia.org/wiki/Nepotianus","Nepotianus","http://finds.org.uk/romancoins/emperors/emperor/id/131","Profile for Emperor: Nepotianus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Nepotianus","Photos for DBpedia.org resource Nepotianus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Nero","http://nomisma.org/id/nero","http://viaf.org/viaf/84036175","Nero",,,"http://en.wikipedia.org/wiki/Nero","Nero","http://finds.org.uk/romancoins/emperors/emperor/id/12","Profile for Emperor: Nero","http://www.roman-emperors.org/nero.htm","Nero","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Nero","Photos for DBpedia.org resource Nero","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Nerva","http://nomisma.org/id/nerva","http://viaf.org/viaf/69725573","Nerva",,,"http://en.wikipedia.org/wiki/Nerva","Nerva","http://finds.org.uk/romancoins/emperors/emperor/id/11","Profile for Emperor: Nerva","http://www.roman-emperors.org/nerva.htm","Nerva","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Nerva","Photos for DBpedia.org resource Nerva","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Nikephoros_I",,,"Nikephoros I",,,"http://en.wikipedia.org/wiki/Nikephoros_I","Nikephoros I","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2004","Profile for Emperor: Nikephoros I","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Nikephoros_I","Photos for DBpedia.org resource Nikephoros_I",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Nikephoros_III_Botaneiates",,,"Nikephoros III (Botaneiates)",,,"http://en.wikipedia.org/wiki/Nikephoros_III_Botaneiates","Nikephoros III Botaneiates","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2033","Profile for Emperor: Nikephoros III (Botaneiates)","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Nikephoros_III_Botaneiates","Photos for DBpedia.org resource Nikephoros_III_Botaneiates",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Nikephoros_II_Phokas",,,"Nikephoros II",,,"http://en.wikipedia.org/wiki/Nikephoros_II_Phokas","Nikephoros II Phokas","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2015","Profile for Emperor: Nikephoros II","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Nikephoros_II_Phokas","Photos for DBpedia.org resource Nikephoros_II_Phokas",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Numerian","http://viaf.org/viaf/809970",,"Numerian","Numerianus",,"http://en.wikipedia.org/wiki/Numerian","Numerian","http://finds.org.uk/romancoins/emperors/emperor/id/57","Profile for Emperor: Numerian","http://www.roman-emperors.org/numerian.htm","Numerianus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Numerian","Photos for DBpedia.org resource Numerian","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Olybrius",,,"Ancius Olybrius","Olybrius",,"http://en.wikipedia.org/wiki/Olybrius","Olybrius","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2178","Profile for Emperor: Olybrius","http://www.roman-emperors.org/olybrius.htm","Ancius Olybrius","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Olybrius","Photos for DBpedia.org resource Olybrius","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Olympius_(exarch)",,,"Olympius",,,"http://en.wikipedia.org/wiki/Olympius_(exarch)","Olympius (exarch)","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Olympius_(exarch)","Photos for DBpedia.org resource Olympius_(exarch)",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Otho","http://nomisma.org/id/otho","http://viaf.org/viaf/84036319","Otho",,,"http://en.wikipedia.org/wiki/Otho","Otho","http://finds.org.uk/romancoins/emperors/emperor/id/13","Profile for Emperor: Otho","http://www.roman-emperors.org/otho.htm","Otho","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Otho","Photos for DBpedia.org resource Otho","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Pacatianus",,,"Pacatianus",,,"http://en.wikipedia.org/wiki/Pacatianus","Pacatianus","http://finds.org.uk/romancoins/emperors/emperor/id/58","Profile for Emperor: Pacatianus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Pacatianus","Photos for DBpedia.org resource Pacatianus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Pertinax","http://nomisma.org/id/pertinax","http://viaf.org/viaf/74649434","Pertinax","Publius Helvius Pertinax",,"http://en.wikipedia.org/wiki/Pertinax","Pertinax","http://finds.org.uk/romancoins/emperors/emperor/id/24","Profile for Emperor: Pertinax","http://www.roman-emperors.org/pertinax.htm","Publius Helvius Pertinax","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Pertinax","Photos for DBpedia.org resource Pertinax","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Pescennius_Niger","http://nomisma.org/id/pescennius_niger","http://viaf.org/viaf/40174483","Pescennius Niger",,,"http://en.wikipedia.org/wiki/Pescennius_Niger","Pescennius Niger","http://finds.org.uk/romancoins/emperors/emperor/id/135","Profile for Emperor: Pescennius Niger","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Pescennius_Niger","Photos for DBpedia.org resource Pescennius_Niger",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Petronius_Maximus","http://viaf.org/viaf/122232697",,"Petronius Maximus",,,"http://en.wikipedia.org/wiki/Petronius_Maximus","Petronius Maximus","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2169","Profile for Emperor: Petronius Maximus","http://www.roman-emperors.org/petmax.htm","Petronius Maximus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Petronius_Maximus","Photos for DBpedia.org resource Petronius_Maximus","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Philip_the_Arab","http://viaf.org/viaf/67260910",,"Marcus Julius Philippus","Philip the Arab",,"http://en.wikipedia.org/wiki/Philip_the_Arab","Philip the Arab","http://finds.org.uk/romancoins/emperors/emperor/id/80","Profile for Emperor: Philip the Arab","http://www.roman-emperors.org/philarab.htm","Marcus Julius Philippus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Philip_the_Arab","Photos for DBpedia.org resource Philip_the_Arab","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Philippikos_Bardanes",,,"Philippikos Bardanes",,,"http://en.wikipedia.org/wiki/Philippikos_Bardanes","Philippikos Bardanes","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Philippikos_Bardanes","Photos for DBpedia.org resource Philippikos_Bardanes",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Phocas",,,"Phocas",,,"http://en.wikipedia.org/wiki/Phocas","Phocas","http://finds.org.uk/byzantinecoins/rulers/ruler/id/1983","Profile for Emperor: Phocas","http://www.roman-emperors.org/phocas.htm","Phocas","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Phocas","Photos for DBpedia.org resource Phocas","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Postumus","http://viaf.org/viaf/243990358",,"Postumus",,,"http://en.wikipedia.org/wiki/Postumus","Postumus","http://finds.org.uk/romancoins/emperors/emperor/id/59","Profile for Emperor: Postumus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Postumus","Photos for DBpedia.org resource Postumus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Priscus_Attalus",,,"Priscus Attalus",,,"http://en.wikipedia.org/wiki/Priscus_Attalus","Priscus Attalus","http://finds.org.uk/romancoins/emperors/emperor/id/138","Profile for Emperor: Priscus Attalus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Priscus_Attalus","Photos for DBpedia.org resource Priscus_Attalus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Procopius_(usurper)",,,"Procopius",,,"http://en.wikipedia.org/wiki/Procopius_(usurper)","Procopius (usurper)","http://finds.org.uk/romancoins/emperors/emperor/id/139","Profile for Emperor: Procopius","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Procopius_(usurper)","Photos for DBpedia.org resource Procopius_(usurper)",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Proculus",,,"Proculus",,,"http://en.wikipedia.org/wiki/Proculus","Proculus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Proculus","Photos for DBpedia.org resource Proculus",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Publius_Septimius_Geta","http://viaf.org/viaf/77699459",,"Geta","Publius Septimius Geta",,"http://en.wikipedia.org/wiki/Publius_Septimius_Geta","Publius Septimius Geta","http://finds.org.uk/romancoins/emperors/emperor/id/31","Profile for Emperor: Geta","http://www.roman-emperors.org/geta.htm","Publius Septimius Geta","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Publius_Septimius_Geta","Photos for DBpedia.org resource Publius_Septimius_Geta","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Pupienus_and_Balbinus","http://viaf.org/viaf/89202531",,"Pupienus",,,"http://en.wikipedia.org/wiki/Pupienus_and_Balbinus","Pupienus and Balbinus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Pupienus_and_Balbinus","Photos for DBpedia.org resource Pupienus_and_Balbinus",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Quietus","http://viaf.org/viaf/25505871",,"Quietus",,,"http://en.wikipedia.org/wiki/Quietus","Quietus","http://finds.org.uk/romancoins/emperors/emperor/id/62","Profile for Emperor: Quietus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Quietus","Photos for DBpedia.org resource Quietus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Quintillus","http://viaf.org/viaf/232346397",,"Quintillus",,,"http://en.wikipedia.org/wiki/Quintillus","Quintillus","http://finds.org.uk/romancoins/emperors/emperor/id/63","Profile for Emperor: Quintillus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Quintillus","Photos for DBpedia.org resource Quintillus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Regalianus",,,"Regalianus",,,"http://en.wikipedia.org/wiki/Regalianus","Regalianus","http://finds.org.uk/romancoins/emperors/emperor/id/64","Profile for Emperor: Regalianus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Regalianus","Photos for DBpedia.org resource Regalianus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Romanos_II",,,"Romanos II",,,"http://en.wikipedia.org/wiki/Romanos_II","Romanos II","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2014","Profile for Emperor: Romanos II","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Romanos_II","Photos for DBpedia.org resource Romanos_II",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Romanos_III_Argyros",,,"Romanos III",,,"http://en.wikipedia.org/wiki/Romanos_III_Argyros","Romanos III Argyros","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2019","Profile for Emperor: Romanos III","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Romanos_III_Argyros","Photos for DBpedia.org resource Romanos_III_Argyros",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Romanos_IV_Diogenes",,,"Romanos IV (Doukas)",,,"http://en.wikipedia.org/wiki/Romanos_IV_Diogenes","Romanos IV Diogenes","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2030","Profile for Emperor: Romanos IV (Doukas)","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Romanos_IV_Diogenes","Photos for DBpedia.org resource Romanos_IV_Diogenes",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Romanos_I_Lekapenos",,,"Romanos I",,,"http://en.wikipedia.org/wiki/Romanos_I_Lekapenos","Romanos I Lekapenos","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Romanos_I_Lekapenos","Photos for DBpedia.org resource Romanos_I_Lekapenos",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Romulus_Augustus",,,"Romulus Augustulus","Romulus Augustus",,"http://en.wikipedia.org/wiki/Romulus_Augustus","Romulus Augustus","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2181","Profile for Emperor: Romulus Augustus","http://www.roman-emperors.org/auggiero.htm","Romulus Augustulus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Romulus_Augustus","Photos for DBpedia.org resource Romulus_Augustus","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Sabinianus",,,"Sabinianus",,,"http://en.wikipedia.org/wiki/Sabinianus","Sabinianus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Sabinianus","Photos for DBpedia.org resource Sabinianus",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Saborios",,,"Saborios",,,"http://en.wikipedia.org/wiki/Saborios","Saborios","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Saborios","Photos for DBpedia.org resource Saborios",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Saloninus",,,"Saloninus",,,"http://en.wikipedia.org/wiki/Saloninus","Saloninus","http://finds.org.uk/romancoins/emperors/emperor/id/142","Profile for Emperor: Saloninus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Saloninus","Photos for DBpedia.org resource Saloninus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Sebastianus",,,"Sebastianus",,,"http://en.wikipedia.org/wiki/Sebastianus","Sebastianus","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2162","Profile for Emperor: Sebastianus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Sebastianus","Photos for DBpedia.org resource Sebastianus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Septimius_(Roman_emperor_usurper)",,,"Septimius",,,"http://en.wikipedia.org/wiki/Septimius_(Roman_emperor_usurper)","Septimius (Roman emperor usurper)","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Septimius_(Roman_emperor_usurper)","Photos for DBpedia.org resource Septimius_(Roman_emperor_usurper)",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Septimius_Severus","http://viaf.org/viaf/36952961",,"Lucius Septimius Severus","Septimius Severus",,"http://en.wikipedia.org/wiki/Septimius_Severus","Septimius Severus","http://finds.org.uk/romancoins/emperors/emperor/id/27","Profile for Emperor: Septimius Severus","http://www.roman-emperors.org/sepsev.htm","Lucius Septimius Severus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Septimius_Severus","Photos for DBpedia.org resource Septimius_Severus","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Sextus_Martinianus",,,"Sextus Martinianus",,,"http://en.wikipedia.org/wiki/Sextus_Martinianus","Sextus Martinianus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Sextus_Martinianus","Photos for DBpedia.org resource Sextus_Martinianus",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Silbannacus",,,"Silbannacus",,,"http://en.wikipedia.org/wiki/Silbannacus","Silbannacus","http://finds.org.uk/romancoins/emperors/emperor/id/145","Profile for Emperor: Silbannacus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Silbannacus","Photos for DBpedia.org resource Silbannacus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Staurakios",,,"Staurakios",,,"http://en.wikipedia.org/wiki/Staurakios","Staurakios","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Staurakios","Photos for DBpedia.org resource Staurakios",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Stotzas",,,"Stotzas",,,"http://en.wikipedia.org/wiki/Stotzas","Stotzas","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Stotzas","Photos for DBpedia.org resource Stotzas",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Tetricus_I","http://viaf.org/viaf/11425945",,"Tetricus I",,,"http://en.wikipedia.org/wiki/Tetricus_I","Tetricus I","http://finds.org.uk/romancoins/emperors/emperor/id/66","Profile for Emperor: Tetricus I","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Tetricus_I","Photos for DBpedia.org resource Tetricus_I",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Theocritus_(comes_domesticorum)",,,"Theocritus",,,"http://en.wikipedia.org/wiki/Theocritus_(comes_domesticorum)","Theocritus (comes domesticorum)","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Theocritus_(comes_domesticorum)","Photos for DBpedia.org resource Theocritus_(comes_domesticorum)",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Theodora_(11th_century)",,,"Theodora",,,"http://en.wikipedia.org/wiki/Theodora_(11th_century)","Theodora (11th century)","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2025","Profile for Emperor: Theodora","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Theodora_(11th_century)","Photos for DBpedia.org resource Theodora_(11th_century)",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Theodore_II_Laskaris",,,"Theodore II",,,"http://en.wikipedia.org/wiki/Theodore_II_Laskaris","Theodore II Laskaris","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Theodore_II_Laskaris","Photos for DBpedia.org resource Theodore_II_Laskaris",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Theodore_I_Laskaris",,,"Theodore I",,,"http://en.wikipedia.org/wiki/Theodore_I_Laskaris","Theodore I Laskaris","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Theodore_I_Laskaris","Photos for DBpedia.org resource Theodore_I_Laskaris",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Theodoros_Pasagnathes",,,"Theodoros Pasagnathes",,,"http://en.wikipedia.org/wiki/Theodoros_Pasagnathes","Theodoros Pasagnathes","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Theodoros_Pasagnathes","Photos for DBpedia.org resource Theodoros_Pasagnathes",,,,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Theodosios_III",,,"Theodosios III","Theodosius III",,"http://en.wikipedia.org/wiki/Theodosios_III","Theodosios III","http://finds.org.uk/byzantinecoins/rulers/ruler/id/1997","Profile for Emperor: Theodosios III","http://www.roman-emperors.org/theodiii.htm","Theodosius III","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Theodosios_III","Photos for DBpedia.org resource Theodosios_III","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Theodosius_I","http://viaf.org/viaf/31978444",,"Flavius Theodosius","Theodosius I",,"http://en.wikipedia.org/wiki/Theodosius_I","Theodosius I","http://finds.org.uk/romancoins/emperors/emperor/id/147","Profile for Emperor: Theodosius I","http://www.roman-emperors.org/theo1.htm","Flavius Theodosius","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Theodosius_I","Photos for DBpedia.org resource Theodosius_I","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Theodosius_II","http://viaf.org/viaf/46929243",,"Theodosius II",,,"http://en.wikipedia.org/wiki/Theodosius_II","Theodosius II","http://finds.org.uk/romancoins/emperors/emperor/id/148","Profile for Emperor: Theodosius II","http://www.roman-emperors.org/theo2.htm","Theodosius II","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Theodosius_II","Photos for DBpedia.org resource Theodosius_II","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Theophilos_(emperor)",,,"Theophilos",,,"http://en.wikipedia.org/wiki/Theophilos_(emperor)","Theophilos (emperor)","http://finds.org.uk/byzantinecoins/rulers/ruler/id/2008","Profile for Emperor: Theophilos","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Theophilos_(emperor)","Photos for DBpedia.org resource Theophilos_(emperor)",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Tiberius","http://nomisma.org/id/tiberius","http://viaf.org/viaf/89600176","Tiberius","Tiberius Claudius Nero",,"http://en.wikipedia.org/wiki/Tiberius","Tiberius","http://finds.org.uk/romancoins/emperors/emperor/id/7","Profile for Emperor: Tiberius","http://www.roman-emperors.org/tiberius.htm","Tiberius Claudius Nero","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Tiberius","Photos for DBpedia.org resource Tiberius","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Tiberius_II_Constantine",,,"Tiberius II Constantine",,,"http://en.wikipedia.org/wiki/Tiberius_II_Constantine","Tiberius II Constantine","http://finds.org.uk/byzantinecoins/rulers/ruler/id/1980","Profile for Emperor: Tiberius II Constantine","http://www.roman-emperors.org/ticonii.htm","Tiberius II (I) Constantine","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Tiberius_II_Constantine","Photos for DBpedia.org resource Tiberius_II_Constantine","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Titus","http://nomisma.org/id/titus","http://viaf.org/viaf/83217593","Titus","Titus Flavius Vespasianus",,"http://en.wikipedia.org/wiki/Titus","Titus","http://finds.org.uk/romancoins/emperors/emperor/id/8","Profile for Emperor: Titus","http://www.roman-emperors.org/titus.htm","Titus Flavius Vespasianus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Titus","Photos for DBpedia.org resource Titus","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Trajan","http://nomisma.org/id/trajan","http://viaf.org/viaf/88067472","Trajan",,,"http://en.wikipedia.org/wiki/Trajan","Trajan","http://finds.org.uk/romancoins/emperors/emperor/id/16","Profile for Emperor: Trajan","http://www.roman-emperors.org/trajan.htm","Trajan","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Trajan","Photos for DBpedia.org resource Trajan","2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Trebonianus_Gallus",,,"Gallus",,,"http://en.wikipedia.org/wiki/Trebonianus_Gallus","Trebonianus Gallus","http://finds.org.uk/romancoins/emperors/emperor/id/69","Profile for Emperor: Gallus","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Trebonianus_Gallus","Photos for DBpedia.org resource Trebonianus_Gallus",,,"2014-01-22T12:06:09-06:00"
"http://dbpedia.org/resource/Valens","http://viaf.org/viaf/64806218",,"Flavius Valens","Valens",,"http://en.wikipedia.org/wiki/Valens","Valens","http://finds.org.uk/romancoins/emperors/emperor/id/150","Profile for Emperor: Valens","http://www.roman-emperors.org/valens.htm","Flavius Valens","http://www4.wiwiss.fu-berlin.de/flickrwrappr/photos/Valens","Photos for DBpedia.org resource Valens","2014-01-22T12:06:09-06:00"
