"dbpedia resource uri","ROMEMP URL","Wikipedia URI","viaf1","name1","name2","name3"
"http://dbpedia.org/resource/Macrianus_Minor",,"http://en.wikipedia.org/wiki/Macrianus_Minor",,"Macrianus Minor",,
"http://dbpedia.org/resource/Quietus",,"http://en.wikipedia.org/wiki/Quietus",,"Quietus",,
"http://dbpedia.org/resource/Mussius_Aemilianus",,"http://en.wikipedia.org/wiki/Mussius_Aemilianus",,"Mussius Aemilianus",,
"http://dbpedia.org/resource/Aureolus",,"http://en.wikipedia.org/wiki/Aureolus",,"Aureolus",,
"http://dbpedia.org/resource/Claudius_Gothicus","http://www.roman-emperors.org/claudgot.htm","http://en.wikipedia.org/wiki/Claudius_Gothicus","http://viaf.org/viaf/27874193","Claudius Gothicus","M. Aurelius Claudius"," Claudius II"
"http://dbpedia.org/resource/Quintillus",,"http://en.wikipedia.org/wiki/Quintillus",,"Quintillus",,
"http://dbpedia.org/resource/Aurelian","http://www.roman-emperors.org/aurelian.htm","http://en.wikipedia.org/wiki/Aurelian","http://viaf.org/viaf/77109448","Aurelian","Lucius Domitius Aurelianus",
"http://dbpedia.org/resource/Septimius_(Roman_emperor_usurper)",,"http://en.wikipedia.org/wiki/Septimius_(Roman_emperor_usurper)",,"Septimius",,
"http://dbpedia.org/resource/Marcus_Claudius_Tacitus","http://www.roman-emperors.org/tacitus.htm","http://en.wikipedia.org/wiki/Marcus_Claudius_Tacitus","http://viaf.org/viaf/20744377","Tacitus","Marcus Claudius Tacitus",
"http://dbpedia.org/resource/Florianus","http://www.roman-emperors.org/florian.htm","http://en.wikipedia.org/wiki/Florianus",,"Florianus","Florian"," Marcus Annius Florianus"
"http://dbpedia.org/resource/Marcus_Aurelius_Probus","http://www.roman-emperors.org/probus.htm","http://en.wikipedia.org/wiki/Marcus_Aurelius_Probus","http://viaf.org/viaf/72190445","Probus","M. Aurelius Probus",
"http://dbpedia.org/resource/Julius_Saturninus",,"http://en.wikipedia.org/wiki/Julius_Saturninus",,"Julius Saturninus",,
"http://dbpedia.org/resource/Proculus",,"http://en.wikipedia.org/wiki/Proculus",,"Proculus",,
"http://dbpedia.org/resource/Bonosus_(usurper)",,"http://en.wikipedia.org/wiki/Bonosus_(usurper)",,"Bonosus",,
"http://dbpedia.org/resource/Carus","http://www.roman-emperors.org/carus.htm","http://en.wikipedia.org/wiki/Carus",,"Carus",,
"http://dbpedia.org/resource/Carinus","http://www.roman-emperors.org/carinus.htm","http://en.wikipedia.org/wiki/Carinus",,"Carinus",,
"http://dbpedia.org/resource/Numerian","http://www.roman-emperors.org/numerian.htm","http://en.wikipedia.org/wiki/Numerian",,"Numerian","Numerianus",
"http://dbpedia.org/resource/Postumus",,"http://en.wikipedia.org/wiki/Postumus",,"Postumus",,
"http://dbpedia.org/resource/Laelianus",,"http://en.wikipedia.org/wiki/Laelianus",,"Laelianus",,
"http://dbpedia.org/resource/Marcus_Aurelius_Marius",,"http://en.wikipedia.org/wiki/Marcus_Aurelius_Marius",,"Marius",,
"http://dbpedia.org/resource/Victorinus",,"http://en.wikipedia.org/wiki/Victorinus",,"Victorinus",,
"http://dbpedia.org/resource/Domitianus_II",,"http://en.wikipedia.org/wiki/Domitianus_II",,"Domitianus II",,
"http://dbpedia.org/resource/Tetricus_I",,"http://en.wikipedia.org/wiki/Tetricus_I",,"Tetricus I",,
"http://dbpedia.org/resource/Carausius",,"http://en.wikipedia.org/wiki/Carausius",,"Carausius",,
"http://dbpedia.org/resource/Allectus",,"http://en.wikipedia.org/wiki/Allectus",,"Allectus",,
"http://dbpedia.org/resource/Diocletian","http://www.roman-emperors.org/dioclet.htm","http://en.wikipedia.org/wiki/Diocletian","http://viaf.org/viaf/70259756","Diocletian",,
"http://dbpedia.org/resource/Maximian","http://www.roman-emperors.org/maxherc.htm","http://en.wikipedia.org/wiki/Maximian","http://viaf.org/viaf/50478873","Maximian","Maximianus Herculius",
"http://dbpedia.org/resource/Constantius_Chlorus","http://www.roman-emperors.org/chlorus.htm","http://en.wikipedia.org/wiki/Constantius_Chlorus","http://viaf.org/viaf/23572704","Constantius Chlorus","Constantius I Chlorus",
"http://dbpedia.org/resource/Galerius","http://www.roman-emperors.org/galerius.htm","http://en.wikipedia.org/wiki/Galerius","http://viaf.org/viaf/66372731","Galerius","Caius Galerius Valerius Maximianus",
"http://dbpedia.org/resource/Flavius_Valerius_Severus","http://www.roman-emperors.org/severus.htm","http://en.wikipedia.org/wiki/Flavius_Valerius_Severus","http://viaf.org/viaf/89764900","Severus II","Flavius Valerius Severus",
"http://dbpedia.org/resource/Maxentius","http://www.roman-emperors.org/maxentiu.htm","http://en.wikipedia.org/wiki/Maxentius","http://viaf.org/viaf/3920874","Maxentius","Marcus Aurelius Valerius Maxentius",
"http://dbpedia.org/resource/Constantine_the_Great","http://www.roman-emperors.org/conniei.htm","http://en.wikipedia.org/wiki/Constantine_the_Great","http://viaf.org/viaf/97746098","Constantine I","Flavius Valerius Constantinus",
"http://dbpedia.org/resource/Domitius_Alexander",,"http://en.wikipedia.org/wiki/Domitius_Alexander",,"Domitius Alexander",,
"http://dbpedia.org/resource/Licinius","http://www.roman-emperors.org/licinius.htm","http://en.wikipedia.org/wiki/Licinius","http://viaf.org/viaf/66856266","Licinius","Valerius Licinianus Licinius",
"http://dbpedia.org/resource/Maximinus_II","http://www.roman-emperors.org/daia.htm","http://en.wikipedia.org/wiki/Maximinus_II","http://viaf.org/viaf/69721940","Maximinus Daia","Caius Valerius Galerius Maximinus",
"http://dbpedia.org/resource/Valerius_Valens",,"http://en.wikipedia.org/wiki/Valerius_Valens",,"Valerius Valens",,
"http://dbpedia.org/resource/Sextus_Martinianus",,"http://en.wikipedia.org/wiki/Sextus_Martinianus",,"Sextus Martinianus",,
"http://dbpedia.org/resource/Constantine_II_(emperor)","http://www.roman-emperors.org/conii.htm","http://en.wikipedia.org/wiki/Constantine_II_(emperor)","http://viaf.org/viaf/82697127","Constantine II","Flavius Claudius Constantinus",
"http://dbpedia.org/resource/Constantius_II","http://www.roman-emperors.org/constaii.htm","http://en.wikipedia.org/wiki/Constantius_II","http://viaf.org/viaf/35247811","Constantius II","Flavius Julius Constantius",
"http://dbpedia.org/resource/Constans","http://www.roman-emperors.org/consi.htm","http://en.wikipedia.org/wiki/Constans","http://viaf.org/viaf/197970721","Constans I","Flavius Julius Constans",
"http://dbpedia.org/resource/Magnentius",,"http://en.wikipedia.org/wiki/Magnentius",,"Magnentius",,
"http://dbpedia.org/resource/Vetranio",,"http://en.wikipedia.org/wiki/Vetranio",,"Vetranio",,
"http://dbpedia.org/resource/Nepotianus",,"http://en.wikipedia.org/wiki/Nepotianus",,"Nepotianus",,
"http://dbpedia.org/resource/Julian_the_Apostate","http://www.roman-emperors.org/julian.htm","http://en.wikipedia.org/wiki/Julian_the_Apostate","http://viaf.org/viaf/57406701","Julian","Julian The Apostate"," Flavius Claudius Julianus"
"http://dbpedia.org/resource/Jovian_(emperor)","http://www.roman-emperors.org/jovian.htm","http://en.wikipedia.org/wiki/Jovian_(emperor)","http://viaf.org/viaf/12693872","Jovian","Flavius Jovianus",
"http://dbpedia.org/resource/Valentinian_I","http://www.roman-emperors.org/vali.htm","http://en.wikipedia.org/wiki/Valentinian_I","http://viaf.org/viaf/76544789","Valentinian I","Flavius Valentinianus",
"http://dbpedia.org/resource/Valens","http://www.roman-emperors.org/valens.htm","http://en.wikipedia.org/wiki/Valens","http://viaf.org/viaf/64806218","Valens","Flavius Valens",
"http://dbpedia.org/resource/Procopius_(usurper)",,"http://en.wikipedia.org/wiki/Procopius_(usurper)",,"Procopius",,
"http://dbpedia.org/resource/Gratian","http://www.roman-emperors.org/gratian.htm","http://en.wikipedia.org/wiki/Gratian","http://viaf.org/viaf/57409191","Gratian","Flavius Gratianus",
"http://dbpedia.org/resource/Valentinian_II","http://www.roman-emperors.org/valenii.htm","http://en.wikipedia.org/wiki/Valentinian_II","http://viaf.org/viaf/32800218","Valentinian II",,
"http://dbpedia.org/resource/Magnus_Maximus",,"http://en.wikipedia.org/wiki/Magnus_Maximus",,"Magnus Maximus",,
"http://dbpedia.org/resource/Flavius_Victor",,"http://en.wikipedia.org/wiki/Flavius_Victor",,"Flavius Victor",,
"http://dbpedia.org/resource/Eugenius",,"http://en.wikipedia.org/wiki/Eugenius",,"Eugenius",,
"http://dbpedia.org/resource/Theodosius_I","http://www.roman-emperors.org/theo1.htm","http://en.wikipedia.org/wiki/Theodosius_I","http://viaf.org/viaf/31978444","Theodosius I","Flavius Theodosius",
"http://dbpedia.org/resource/Arcadius","http://www.roman-emperors.org/arcadius.htm","http://en.wikipedia.org/wiki/Arcadius","http://viaf.org/viaf/5728388","Arcadius",,
"http://dbpedia.org/resource/Honorius_(emperor)","http://www.roman-emperors.org/honorius.htm","http://en.wikipedia.org/wiki/Honorius_(emperor)","http://viaf.org/viaf/398923","Honorius","Flavius Honorius",
"http://dbpedia.org/resource/Constantine_III_(usurper)",,"http://en.wikipedia.org/wiki/Constantine_III_(usurper)",,"Constantine III",,
"http://dbpedia.org/resource/Constans_II_(usurper)",,"http://en.wikipedia.org/wiki/Constans_II_(usurper)",,,,
"http://dbpedia.org/resource/Priscus_Attalus",,"http://en.wikipedia.org/wiki/Priscus_Attalus",,"Priscus Attalus",,
